Name,Price,Cpu,Ram,Storage,Display,Graphics,Battery
Thinkpad T580 i5-8350U 8GB SSD 256GB Intel FHD IPS Touch,10.500.000,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)",8GB DDR4 2400MHz,256GB PCIe® NVMe™ M.2 SSD,"15.6"" FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1",Đồ họa UHD Intel® 620,"1 pin rời 24wh, 1 pin trong 32wh"
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB/16GB không nâng cấp được,256GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)",Intel® UHD Graphics 620,"4 cell, 56.2wh"
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB/16GB không nâng cấp được,256GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)",Intel® UHD Graphics 620,"4 cell, 56.2wh"
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB/16GB không nâng cấp được,256GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)",Intel® UHD Graphics 620,"4 cell, 56.2wh"
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB/16GB không nâng cấp được,256GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)",Intel® UHD Graphics 620,"4 cell, 56.2wh"
Dell Precision 5530 i7 8850H 16GB 512GB P1000 4GB Full HD IPS,16.900.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB/16GB không nâng cấp được,256GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)",Intel® UHD Graphics 620,"4 cell, 56.2wh"
ThinkPad T460 i5 6300U 8GB SSD 256GB intel FHD IPS,6.900.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB/16GB không nâng cấp được,256GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)",Intel® UHD Graphics 620,"4 cell, 56.2wh"
HP ZBook 17 G3 i7-6820HQ RAM 16GB SSD 512GB FHD IPS M1000M,13.800.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB/16GB không nâng cấp được,256GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)",Intel® UHD Graphics 620,"4 cell, 56.2wh"
Lenovo Thinkpad T470 i7 7600U RAM 8GB SSD 256GB FHD IPS Touch,9.200.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB/16GB không nâng cấp được,256GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)",Intel® UHD Graphics 620,"4 cell, 56.2wh"
ThinkPad P50 Xeon 16GB 512GB M2000M Full HD IPS (Nhiều cấu hình),15.000.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB/16GB không nâng cấp được,256GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)",Intel® UHD Graphics 620,"4 cell, 56.2wh"
Thinkpad T580 i5-8350U 8GB SSD 256GB Intel FHD IPS Touch,10.500.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB/16GB không nâng cấp được,256GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)",Intel® UHD Graphics 620,"4 cell, 56.2wh"
Hp Elitebook X360 1030 G4 2-in-1 i5-8365U 8GB SSD 256GB Intel FHD IPS Touch,13.500.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB/16GB không nâng cấp được,256GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)",Intel® UHD Graphics 620,"4 cell, 56.2wh"
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Dell Precision 5530 i7 8850H 16GB 512GB P1000 4GB Full HD IPS,16.900.000,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
ThinkPad T460 i5 6300U 8GB SSD 256GB intel FHD IPS,6.900.000,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
HP ZBook 17 G3 i7-6820HQ RAM 16GB SSD 512GB FHD IPS M1000M,13.800.000,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Lenovo Thinkpad T470 i7 7600U RAM 8GB SSD 256GB FHD IPS Touch,9.200.000,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
ThinkPad P50 Xeon 16GB 512GB M2000M Full HD IPS (Nhiều cấu hình),15.000.000,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Thinkpad T580 i5-8350U 8GB SSD 256GB Intel FHD IPS Touch,10.500.000,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Hp Elitebook X360 1030 G4 2-in-1 i5-8365U 8GB SSD 256GB Intel FHD IPS Touch,13.500.000,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Dell Latitude 7300 i7 8665U RAM 8GB SSD 256GB FHD IPS Touch,10.200.000,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3"" FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Dell Precision 5530 i7 8850H 16GB 512GB P1000 4GB Full HD IPS,16.900.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
ThinkPad T460 i5 6300U 8GB SSD 256GB intel FHD IPS,6.900.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
HP ZBook 17 G3 i7-6820HQ RAM 16GB SSD 512GB FHD IPS M1000M,13.800.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Lenovo Thinkpad T470 i7 7600U RAM 8GB SSD 256GB FHD IPS Touch,9.200.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
ThinkPad P50 Xeon 16GB 512GB M2000M Full HD IPS (Nhiều cấu hình),15.000.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Thinkpad T580 i5-8350U 8GB SSD 256GB Intel FHD IPS Touch,10.500.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Hp Elitebook X360 1030 G4 2-in-1 i5-8365U 8GB SSD 256GB Intel FHD IPS Touch,13.500.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Dell Latitude 7300 i7 8665U RAM 8GB SSD 256GB FHD IPS Touch,10.200.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
Dell Latitude 7300 i5 8365U RAM 8GB SSD 256GB HD,8.000.000,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8,"4-cell, 60 Wh"
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256 GB PCIe® NVMe™ M.2 SSD,"14.0"" WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz",Intel Graphic UHD 620,"3-cell, 57wh"
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256 GB PCIe® NVMe™ M.2 SSD,"14.0"" WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz",Intel Graphic UHD 620,"3-cell, 57wh"
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256 GB PCIe® NVMe™ M.2 SSD,"14.0"" WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz",Intel Graphic UHD 620,"3-cell, 57wh"
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256 GB PCIe® NVMe™ M.2 SSD,"14.0"" WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz",Intel Graphic UHD 620,"3-cell, 57wh"
Dell Precision 5530 i7 8850H 16GB 512GB P1000 4GB Full HD IPS,16.900.000,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256 GB PCIe® NVMe™ M.2 SSD,"14.0"" WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz",Intel Graphic UHD 620,"3-cell, 57wh"
ThinkPad T460 i5 6300U 8GB SSD 256GB intel FHD IPS,6.900.000,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256 GB PCIe® NVMe™ M.2 SSD,"14.0"" WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz",Intel Graphic UHD 620,"3-cell, 57wh"
HP ZBook 17 G3 i7-6820HQ RAM 16GB SSD 512GB FHD IPS M1000M,13.800.000,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256 GB PCIe® NVMe™ M.2 SSD,"14.0"" WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz",Intel Graphic UHD 620,"3-cell, 57wh"
Lenovo Thinkpad T470 i7 7600U RAM 8GB SSD 256GB FHD IPS Touch,9.200.000,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256 GB PCIe® NVMe™ M.2 SSD,"14.0"" WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz",Intel Graphic UHD 620,"3-cell, 57wh"
